,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
171,190988,Beautiful apartment in Las Cañitas,320183,Hortensia,,Palermo,-34.57133,-58.42975,Entire home/apt,6734,14,24,2019-12-03,0.27,4,365,2,
172,191056,"Big sunny, central Studio",923804,Annatina Luck,,Monserrat,-34.61308,-58.38862,Entire home/apt,2597,10,11,2019-11-12,0.1,1,365,0,
173,192259,DONDE VIVI (2) Room for Rent/ Habitacion.,645495,Viviana,,Almagro,-34.60589,-58.42091,Private room,898,3,39,2018-02-07,0.35,2,363,0,
174,192468,Beautiful Flat in the Sky of Bs.As.,864084,Leandro Ezequiel,,Puerto Madero,-34.61151,-58.362,Entire home/apt,79500,20,38,2020-01-05,0.71,1,213,0,
175,194232,"Great Loft, Best Location (Palermo)",943202,Rocío,,Palermo,-34.57594,-58.4346,Entire home/apt,3367,5,73,2017-08-31,0.67,1,178,0,
176,196386,"Stylish, Top Location, Doorman & Balcony",956144,Alfredo,,Recoleta,-34.59149,-58.39158,Entire home/apt,6254,2,3,2019-11-15,0.06,2,88,0,
177,196601,Bright apartment with terrace,893209,Victoria,,San Nicolas,-34.60234,-58.37738,Entire home/apt,2886,3,6,2016-04-01,0.07,3,365,0,
178,197288,Beautiful studio in heart Recoleta,961397,Marisa,,Recoleta,-34.5913,-58.39037,Entire home/apt,2000,20,1,2012-02-22,0.01,1,362,0,
179,202861,Gourgeous furnished apartment,114309,Gabriela,,Recoleta,-34.59444,-58.41385,Entire home/apt,5099,5,2,2017-04-01,0.04,1,365,0,
180,203340,Amazing view - GREAT Studio - Balcony,530261,Luciano,,Palermo,-34.58104,-58.42495,Entire home/apt,2886,7,9,2012-08-11,0.28,26,361,2,
181,204628,"Palermo Soho Apartment, Balcony Views",917480,Piper,,Palermo,-34.58351,-58.42811,Entire home/apt,2886,30,70,2021-05-19,0.81,1,231,1,
182,205745,Palermo Hollywood big priv Terrace,1011896,Natalia,,Palermo,-34.57935,-58.42916,Entire home/apt,17180,1,9,2012-11-25,0.09,9,365,0,
183,210040,Bonito Studio in Palermo w/balcony,319901,Ralf,,Palermo,-34.58144,-58.42311,Entire home/apt,2886,3,58,2020-05-11,0.78,27,337,0,
184,217360,"Duplex 3br, 2 bth, Recoleta, 5 a 6 p",1122327,Maria,,Recoleta,-34.59181,-58.40243,Entire home/apt,6639,12,19,2018-08-09,0.28,2,358,0,
185,218781,Amazing Palermo Hollywood Loft A,161327,Mariano,,Palermo,-34.57874,-58.4397,Entire home/apt,2405,14,65,2019-05-01,0.57,12,315,0,
186,225905,in Style Recoleta Buenos Aires 1,36441,Robert,,Recoleta,-34.59643,-58.39188,Entire home/apt,5676,3,25,2017-12-03,0.22,2,365,0,
187,229571,Encantador Apartamento a pasos del Jardin Botanico,514200,Ceferina De Jesus,,Palermo,-34.58373,-58.4185,Entire home/apt,2886,30,17,2016-03-17,0.18,2,269,0,
188,231500,Lujoso Edificio - 1 dormi-1 baño- Seg-Gym-Pileta,1210391,Mariela,,Palermo,-34.57477,-58.42011,Entire home/apt,4810,1,1,2021-04-24,0.34,4,226,1,
189,234002,LOVELY private room near Palermo,1225091,Mariana,,Chacarita,-34.58991,-58.44673,Private room,3002,7,17,2017-06-12,0.27,1,364,0,
190,235667,San Telmo Barracas Design District!,1105513,Luciano Or Julio,,Barracas,-34.64419,-58.37696,Entire home/apt,6638,2,29,2017-09-02,0.41,7,364,0,
191,236858,Hollywood Loft - Palermo,319901,Ralf,,Palermo,-34.58346,-58.4328,Entire home/apt,5292,4,53,2020-03-09,0.47,27,260,0,
192,238619,Best Recoleta´s Loft. Arch Designer,1192725,Claudio,,Recoleta,-34.59449,-58.4013,Entire home/apt,2598,3,23,2019-01-24,0.21,1,365,0,
193,239718,Amazing Studio - Pool,530261,Luciano,,Palermo,-34.58705,-58.42106,Entire home/apt,2886,7,23,2021-01-09,0.3,26,365,3,
194,239853,Beautiful Duplex Palermo Hollywood,1257968,Emmanuel,,Palermo,-34.57666,-58.43161,Entire home/apt,2886,30,169,2020-01-22,1.5,1,343,0,
195,240301,HERMOSO DEPTO EN BUENOS AIRES!!,807679,Maia,,Villa Del Parque,-34.61307,-58.49344,Entire home/apt,9620,3,0,,,1,365,0,
196,243320,STUDIO PARA 4 PERS. EN PALERMO,1274087,Claudia,,Villa Crespo,-34.59819,-58.44001,Entire home/apt,3175,7,1,2018-11-17,0.03,1,364,0,
197,243373,Gorgeous Apartment-Best Location,1091499,Brooke,,Monserrat,-34.61123,-58.37315,Entire home/apt,4329,3,129,2020-01-14,1.38,1,364,0,
198,245895,Amazing view - GREAT Studio - Balcony,530261,Luciano,,Palermo,-34.58293,-58.42498,Entire home/apt,2405,7,32,2019-02-09,0.6,26,79,4,
199,248848,Department - District Retirement,1122551,Marcelo,,San Nicolas,-34.60017,-58.37939,Entire home/apt,10102,3,0,,,1,365,0,
200,250327,"Modern Appt. Buenos Aires, Recoleta",1311901,Lucas,,Recoleta,-34.59067,-58.39909,Entire home/apt,3367,7,98,2019-08-18,0.83,3,179,0,
201,253370,Beautiful Studio in Palermo,1330334,Fernando,,Almagro,-34.59871,-58.41421,Entire home/apt,2886,1,87,2017-09-03,0.81,2,151,1,
202,259843,Modern studio in front of park,878481,Silvia,,Palermo,-34.58329,-58.40844,Entire home/apt,3367,4,22,2013-12-09,0.24,2,290,0,
203,264704,"PRIVATE BEDROOM KING BED,FOR ONE OR TWO, BATHROOM",1388769,Juan Y Josefina,,Balvanera,-34.61722,-58.40186,Private room,1539,5,47,2018-10-01,0.46,6,269,0,
204,264769,Sunrise River View 1-bedroom in Palermo,319901,Ralf,,Palermo,-34.5808,-58.42314,Entire home/apt,6735,3,43,2020-01-02,0.76,27,261,1,
205,266984,PALERMO.Las Canitas Spacious Studio,1400016,Laura Dwellaway,,Palermo,-34.57224,-58.43095,Entire home/apt,2405,4,30,2019-04-23,0.39,2,0,0,
206,267883,charming and fresh old style studio,1404477,Juan Martin,,Balvanera,-34.60222,-58.3942,Entire home/apt,7504,7,0,,,1,365,0,
207,268446,PRIVATE BEDROOM  QUEEN BED plus one SINGLE BED,1388769,Juan Y Josefina,,Balvanera,-34.6177,-58.40072,Private room,1154,5,75,2019-05-19,0.65,6,269,0,
208,268767,Apartment for Rent in Belgrano,1408433,Raul,,Colegiales,-34.56761,-58.45183,Entire home/apt,9620,30,0,,,3,365,0,
209,269115,"In the heart of Palermo, Soho Point",1409800,Mariano,,Palermo,-34.59006,-58.42609,Entire home/apt,4810,1,44,2019-05-12,0.58,36,362,2,
210,269753,Sunny Studio Close to San Telmo,407702,Ruy,,Monserrat,-34.61543,-58.38425,Entire home/apt,3752,2,339,2019-08-29,2.89,7,365,0,
211,275832,Studio in Buenos Aires,1441510,Belén,,Balvanera,-34.60714,-58.39298,Private room,4810,6,0,,,1,365,0,
212,275933,Two bedrooms in Palermo Chico,419383,Mariana Y Sebas,,Palermo,-34.58044,-58.40753,Entire home/apt,3848,3,86,2021-01-06,0.76,6,348,4,
213,278637,PALERMO HOLLYWOOD LOFT,1011896,Natalia,,Palermo,-34.57768,-58.43042,Entire home/apt,8521,1,4,2019-03-05,0.12,9,365,0,
214,280564,Sunny/Cozy Loft Palermo! + 40m2 private ROOFTOP!,1462651,Manuel,,Palermo,-34.57936,-58.42894,Entire home/apt,2044,30,7,2019-02-22,0.09,2,364,0,
215,281131,In Style Recoleta Buenos Aires,36441,Robert,,Recoleta,-34.59643,-58.39188,Entire home/apt,5676,3,50,2018-07-24,0.44,2,365,0,
216,281173,"23rd floor, Great view, Next to UB",1464508,Ian,,Palermo,-34.56598,-58.4417,Private room,962,3,3,2016-03-18,0.05,1,363,0,
217,281216,PRIVATE AND INDEPENDENT ROOM FULL,1354852,Pablo,,Almagro,-34.60012,-58.4159,Private room,2790,4,0,,,1,365,0,
218,281785,Stay at Tango's heart.  Metro station,529048,Emilce & Esther,,Almagro,-34.59895,-58.41572,Entire home/apt,1924,3,89,2019-04-04,0.78,1,363,0,
219,281839,"In the heart of Palermo, Soho Point",1409800,Mariano,,Palermo,-34.59044,-58.42866,Hotel room,3848,1,17,2016-03-25,0.28,36,360,1,
220,284823,2 ambiente Palermo Soho Sol y paz cerca transporte,1482817,Lorena,,Palermo,-34.58573,-58.42833,Entire home/apt,2501,3,34,2019-11-12,1.15,47,89,0,
221,285160,Espectacular Depto in Belgrano,1484394,Julia,,Coghlan,-34.56544,-58.47437,Private room,5772,7,0,,,1,365,0,
222,286518,Beautiful Recoleta Apt A/C Subway,1481704,Sam,,Recoleta,-34.59384,-58.40264,Entire home/apt,5484,14,1,2014-01-16,0.01,1,365,0,
223,286683,2 bedroom apt in  Palermo Hollywood,440881,Lee,,Palermo,-34.58345,-58.4371,Entire home/apt,4543,3,50,2019-07-16,0.46,1,365,0,
224,287756,Soho Point in the heart of Palermo!,1409800,Mariano,,Palermo,-34.59134,-58.42893,Entire home/apt,4123,1,56,2020-03-18,0.73,36,362,0,
225,288076,Sgle Room Palermo Viejo B&B w/Bath,50994,Ariel,,Palermo,-34.59348,-58.42949,Private room,2267,1,4,2013-12-15,0.05,7,365,0,
226,288861,"Arty, chic and antique in Recoleta",1011896,Natalia,,Retiro,-34.59553,-58.38506,Entire home/apt,10995,2,1,2013-12-30,0.01,9,365,0,
227,290421,Tu propia casa en Palermo Soho,1538637,Ilana,,Palermo,-34.5869,-58.42323,Entire home/apt,2886,3,10,2019-03-26,0.12,9,364,1,
228,292830,"HABIT. BIG, BRIGHT AND PRIVATE",1515818,Maria Victoria,,Balvanera,-34.61336,-58.41126,Private room,2405,6,0,,,1,365,0,
229,292877,"Lovely Private Room,  Palermo Soho",1516002,Maria Agustina,,Palermo,-34.58956,-58.42481,Private room,1347,3,11,2015-03-16,0.1,6,365,0,
230,298002,Impecable studio in Palermo Soho A,1538637,Ilana,,Palermo,-34.58553,-58.42312,Entire home/apt,2886,4,41,2019-04-05,0.37,9,364,0,
231,298494,Impeccable studio in Palermo Soho B,1538637,Ilana,,Palermo,-34.58494,-58.42337,Entire home/apt,2405,4,34,2020-03-29,0.38,9,364,0,
232,299360,"Beautiful apartment, big, spacious",1409800,Mariano,,Palermo,-34.59363,-58.41472,Entire home/apt,15392,1,10,2015-05-16,0.11,36,365,0,
233,301727,Equipped & Serviced Suite for Family / Group,1554264,Recepcionistas,,Monserrat,-34.61061,-58.38073,Entire home/apt,1347,1,52,2017-05-03,0.85,2,357,0,
234,302722,Chic Studio Apartment in Palermo!,1558866,Vero,,Palermo,-34.58055,-58.40682,Entire home/apt,5292,3,15,2015-01-25,0.17,1,362,0,
235,305313,Feel free at a nice apartment!!!,1570656,Andres,,Parque Patricios,-34.63046,-58.39626,Private room,1635,4,27,2018-05-02,0.3,2,365,0,
236,306194,Nice 2bdr apartment in Buenos Aires,737924,Gabriel,,Palermo,-34.58784,-58.41107,Entire home/apt,3848,2,14,2018-10-27,0.41,6,364,0,
237,306622,Largest Faena Hotel Suite on market,609342,Sharon,,Puerto Madero,-34.61566,-58.36279,Entire home/apt,28283,4,22,2018-12-16,0.34,1,0,0,
238,307695,Relaxation of the B & B milonguero,500210,Luciano,,Balvanera,-34.60141,-58.40059,Private room,1931,2,4,2012-04-01,0.1,4,365,0,
239,307696,"B&B ""Tucuman 2430"" 2 rooms/ 4 guest",500210,Luciano,,Balvanera,-34.60341,-58.40237,Private room,8177,2,3,2019-02-12,0.04,4,365,0,
240,308319,PRIVATE BEDROOM SINGLE BED,1388769,Juan Y Josefina,,Balvanera,-34.6177,-58.40072,Private room,1154,5,39,2016-08-10,0.47,6,269,0,
241,308320,"SUITE, QUEEN BED, CLOSET AND PRIVATE BATHROOM",1388769,Juan Y Josefina,,San Cristobal,-34.61887,-58.39995,Private room,1443,5,21,2013-04-02,0.18,6,269,0,
242,308687,room for rent the best Belgrano,506505,Graciela,,Colegiales,-34.56764,-58.4539,Private room,76994,30,0,,,4,363,0,
243,309424,"Chic Palermo Soho-5Bdr, 2,100 sq/ft Patio/Terrace",27515898,Maria,,Palermo,-34.58691,-58.4326,Entire home/apt,22264,2,229,2020-03-09,2.03,1,232,0,
244,309428,San Telmo - depto con estilo y ubicacion ideal,1454415,Ura,,Constitucion,-34.61834,-58.37902,Entire home/apt,2886,3,99,2020-01-26,0.98,1,348,0,
245,310636,Broad modern Flat in Palermo Las Cañitas,111013,Daniel,,Palermo,-34.57008,-58.43574,Entire home/apt,3848,7,1,2013-01-08,0.01,2,358,0,
246,315790,Double Room or Twin Room In Palermo Soho,1621752,Luba,,Palermo,-34.59087,-58.4227,Private room,2116,1,69,2019-11-06,0.8,3,365,0,
247,316045,Excelent Studio Palermo Hollywood,1621693,Romina,,Palermo,-34.58027,-58.43607,Entire home/apt,9139,3,1,2012-04-01,0.01,2,365,0,
248,316228,A Balcony in the Sky Bs As Live Hotel Palermo,3771282,Max,,Palermo,-34.57744,-58.43702,Entire home/apt,10193,2,8,2021-03-29,0.24,29,297,2,
249,316251,"Sunny & great Palermo, Best Value",559463,Martin,,Villa Crespo,-34.59403,-58.43114,Entire home/apt,1539,2,24,2017-01-15,0.23,4,292,0,
250,317484,Single Room in Palermo Soho,1621752,Luba,,Palermo,-34.58992,-58.42236,Private room,1347,1,152,2019-12-07,1.41,3,365,0,
251,317486,Single Suite in Palermo Soho,1621752,Luba,,Palermo,-34.59077,-58.42133,Private room,1347,1,165,2020-02-24,1.45,3,365,0,
252,317509,Comfortable house in Buenos Aires,1624246,Sandra,,Villa Urquiza,-34.57943,-58.48487,Private room,4329,1,3,2014-01-01,0.03,2,364,0,
253,317759,"Departamento privado, en el centro.",1569462,Eleonora,,Balvanera,-34.60989,-58.40239,Entire home/apt,2271,4,68,2016-01-16,0.66,3,365,0,
254,320718,PALERMO SOHO - High Quality Design,1638132,Michael,,Palermo,-34.58178,-58.42684,Entire home/apt,8659,3,4,2016-04-15,0.05,1,179,0,
255,322908,Modern Three Bedroom in Palermo,1651760,Carissa,,Palermo,-34.58742,-58.4129,Entire home/apt,20685,180,44,2019-03-05,0.4,1,320,0,
256,323488,Cozy studio in the heart of Palermo,1655817,Silvia,,Palermo,-34.5872,-58.42973,Entire home/apt,2309,2,41,2017-11-07,0.44,1,365,0,
257,327888,::Private Terrace-Big bright studio-Top Location::,1675731,Alejandra,,San Telmo,-34.61963,-58.37212,Entire home/apt,5679,2,261,2020-03-12,2.52,1,137,9,
258,329422,Relax in Buenos Aires for 2 persons,500210,Luciano,,Balvanera,-34.60319,-58.40083,Private room,1363,2,0,,,4,365,0,
259,330083,Habitación en Palermo Soho Tango.,1685810,Maria,,Palermo,-34.5907,-58.42349,Private room,1539,1,119,2018-11-04,1.07,5,365,0,
260,330153,Habitacio a la  calle,1683379,Maria Alejanadra,,San Cristobal,-34.62312,-58.40685,Private room,3367,1,0,,,1,365,0,
261,331371,"Bright loft, Palermo/Villa Crespo",1689718,Francesca,,Villa Crespo,-34.59321,-58.44315,Entire home/apt,962,30,22,2015-03-05,0.2,1,179,0,
262,333282,Lovely Double Bedroom. Private WC,1698050,Laura,,San Nicolas,-34.59927,-58.37867,Private room,2886,2,22,2012-09-17,0.21,2,365,0,
263,333497,Room close to everything,1699029,Juan Manuel,,Balvanera,-34.60847,-58.396,Private room,5772,2,0,,,1,365,0,
264,335297,22 - Beautiful view & Great Location! A/C Wi-Fi LCD!,836680,Marco,,Palermo,-34.576,-58.43343,Entire home/apt,5580,2,17,2020-01-01,0.16,2,365,0,
265,338066,2 BEDROOMS Comfort Quality Price,1717334,Paola,,Coghlan,-34.56329,-58.47625,Entire home/apt,3738,2,70,2018-10-11,0.62,1,331,2,
266,338631,AltoPalermo renovated 1bdr apartmen,1714257,Martin,,Recoleta,-34.59054,-58.40984,Entire home/apt,1539,21,164,2019-12-23,1.46,14,292,0,
267,338678,Nice renovated Studio with balcony in Recoleta,1714257,Martin,,Recoleta,-34.58844,-58.4026,Entire home/apt,1732,5,146,2021-01-05,1.33,14,310,1,
268,338752,Apartamento de 1 cuarto cerca de Plaza San Martín,1714257,Martin,,Retiro,-34.59737,-58.37387,Entire home/apt,1924,7,108,2020-08-08,0.96,14,270,3,
269,338961,"Splendid, luminous Buenos Aires pad",1720920,Judith,,Villa Crespo,-34.59995,-58.44474,Entire home/apt,2887,4,49,2019-06-07,0.57,1,178,0,
270,340938,Hermoso departamento en Caminito,1729925,Luciana,,Boca,-34.63958,-58.36423,Private room,9620,1,0,,,1,365,0,
271,342401,Nice apartment in Buenos Aires.,1737635,Rogelio,,Balvanera,-34.5985,-58.40579,Private room,1251,1,44,2019-07-22,0.42,1,365,0,
272,343289,CHARM MODERN APARTMENT IN BELGRANO!,1741463,Pablo,,Belgrano,-34.55635,-58.44236,Entire home/apt,9528,2,4,2017-04-19,0.04,1,348,0,
273,349688,Modern Studio Palermo Soho,853184,Juan,,Palermo,-34.58735,-58.42186,Entire home/apt,2116,20,188,2017-01-07,1.7,3,291,4,
274,350436,Las Cañitas: modern 2BR apartment!,1775908,Jean-Marc,,Palermo,-34.5746,-58.43412,Entire home/apt,6445,15,1,2015-05-16,0.01,3,365,0,
275,353040,Depto 3 amb. excelente ubicación Pza San Martín,72282,Mara,,Retiro,-34.59066,-58.37879,Entire home/apt,9139,7,0,,,1,363,0,
276,358631,"Studios 5 Stars in Palermo ,newA ,D",444416,Claudia,,Palermo,-34.59465,-58.42039,Entire home/apt,1443,3,29,2013-12-22,0.26,25,358,6,
277,358640,"5 stars studios in Palermo,new!",444416,Claudia,,Palermo,-34.59538,-58.42039,Entire home/apt,2694,3,16,2017-06-07,0.15,25,365,0,
278,361774,"PENTHOUSE, great city view, 2 Bd, pool & terrace",75891,Sergio,,Palermo,-34.58182,-58.44144,Entire home/apt,7875,2,89,2017-12-18,1.01,5,179,1,
279,362403,PROMO ! Feel like home in Palermo Soho!,1590487,Eduardo,,Palermo,-34.58689,-58.42543,Entire home/apt,3848,28,203,2020-02-17,1.84,1,365,0,
280,362556,Sunny Terrace Apart in Center BA,407702,Ruy,,Monserrat,-34.61554,-58.38486,Entire home/apt,4810,2,144,2019-01-06,1.27,7,365,0,
281,365674,Excellent apartment furnished.,1846400,Pablo,,Colegiales,-34.57455,-58.45076,Entire home/apt,2982,30,0,,,1,365,0,
282,366268,Palermo Soho / Large studio Plaza Armenia area ❤,319901,Ralf,,Palermo,-34.58628,-58.42075,Entire home/apt,3367,5,66,2019-01-02,0.6,27,365,1,
283,369935,BEAUTIFUL ROOMS IN ALMAGRO,1864747,Irina,,Almagro,-34.61095,-58.42192,Private room,962,2,26,2013-03-20,0.26,22,357,0,
284,369961,BEUTIFUL ROOMS IN THE CENTER,1864747,Irina,,Almagro,-34.61095,-58.42192,Private room,962,2,74,2015-01-12,0.66,22,365,0,
285,370013,"SALE !! OBELISCO-HEART OF DOWNTOWN, VERY NICE APT",1985312,Natalí,,San Nicolas,-34.60475,-58.37574,Entire home/apt,2790,2,500,2020-02-27,4.77,2,365,0,
286,371343,home sweet home,1138286,Alejandro,,Caballito,-34.61225,-58.44134,Shared room,3975,1,0,,,1,365,0,
287,371898,10th floor comfortable apartment + Swimming pool!,1794617,Manu,,San Cristobal,-34.62208,-58.39676,Entire home/apt,1154,14,7,2019-08-17,0.19,1,357,1,
288,372072,"5 stars studios in Palermo,new!/",444416,Claudia,,Palermo,-34.59645,-58.42064,Entire home/apt,1443,3,26,2015-01-01,0.24,25,365,1,
289,372073,"5 stars studios in Palermo,new!/",444416,Claudia,,Palermo,-34.59461,-58.42245,Entire home/apt,1443,3,20,2020-01-08,0.18,25,365,0,
290,372075,"Studios 5 Stars in Palermo ,new 3C",444416,Claudia,,Palermo,-34.59602,-58.42023,Entire home/apt,1443,3,45,2019-09-29,0.4,25,357,4,
291,372085,"5 stars studios in Palermo,new! C",444416,Claudia,,Palermo,-34.59483,-58.42052,Entire home/apt,1443,3,20,2012-04-12,0.18,25,365,0,
292,372086,"Studios 5 Stars in Palermo 4 B,3B",444416,Claudia,,Palermo,-34.59681,-58.42248,Entire home/apt,1443,3,45,2017-02-19,0.5,25,365,4,
293,372818,"Luminoso y tranquilo en Palermo ,desayuno incluido",1876169,Mónica,,Palermo,-34.57072,-58.42938,Private room,1828,1,395,2020-03-03,3.7,1,363,0,
294,379826,"5 stars studios in Palermo,new",444416,Claudia,,Palermo,-34.59465,-58.42206,Entire home/apt,1443,3,12,2014-12-31,0.11,25,365,0,
295,379839,5 stars studios in Palermo new!,444416,Claudia,,Palermo,-34.59679,-58.42035,Entire home/apt,1443,3,20,2018-09-19,0.2,25,362,0,
296,380943,TEMPORARY RENT,1910856,Gimena,,Almagro,-34.62063,-58.41608,Entire home/apt,2213,2,93,2019-09-27,0.86,1,363,3,
297,380989,Nice Studio-Downtown Buenos Aires,1911004,Ernesto,,San Nicolas,-34.60799,-58.37945,Entire home/apt,3656,1,24,2019-02-17,0.3,1,352,0,
298,382271,Impecable estudio en Palermo Soho C,1538637,Ilana,,Palermo,-34.58548,-58.4233,Entire home/apt,1924,4,55,2021-01-07,0.57,9,364,4,
299,388089,"5 stars studios in Palermo,new!",444416,Claudia,,Almagro,-34.5992,-58.42091,Entire home/apt,1443,3,26,2015-01-01,0.31,25,359,0,
300,389270,"5 stars studios in Palermo,new!",444416,Claudia,,Palermo,-34.59494,-58.42095,Entire home/apt,1443,3,22,2015-05-01,0.23,25,365,0,
301,394376,Lindisimo Depto en Edificio Histórico - Terraza,91936,Nicolas,,Balvanera,-34.60889,-58.39482,Entire home/apt,1924,5,22,2020-03-16,0.23,8,357,1,
302,394407,Stunning Apt in Landmark Building,91936,Nicolas,,San Nicolas,-34.60865,-58.38753,Entire home/apt,4397,3,134,2021-02-18,1.42,8,289,12,
303,396509,Suite at Faena Hotel Puerto Madero,1443812,Luciana,,Puerto Madero,-34.61254,-58.36241,Entire home/apt,6638,2,17,2021-07-11,0.22,1,355,12,
304,398267,Loft con entrepiso en Palermo (Parque Las Heras),1714257,Martin,,Palermo,-34.58437,-58.41137,Entire home/apt,1924,28,111,2019-02-08,1.15,14,324,0,
305,401685,Bs As downtown Apart - Obelisco,2004544,Sebastian,,San Nicolas,-34.60444,-58.38881,Entire home/apt,10101,5,0,,,1,365,0,
306,404935,"Sunny One Bedroom Palermo Loft, PalermoLifestyle",2017830,Barbara,,Palermo,-34.58618,-58.42449,Entire home/apt,2886,2,162,2021-05-28,1.63,22,353,13,
307,407517,Palermo Posh & Trendy 3BDR 6people,419383,Mariana Y Sebas,,Palermo,-34.57572,-58.40476,Entire home/apt,19240,5,7,2015-01-01,0.07,6,358,0,
308,410119,Deluxe 5-star 2 bedroom in Recoleta,1967648,Nigel,,Recoleta,-34.58916,-58.38872,Entire home/apt,33674,5,5,2018-01-04,0.05,1,261,0,
309,413228,Great Apartment at Palermo Hollywoo,2055785,Dolores & Camila,,Palermo,-34.58315,-58.43386,Entire home/apt,4810,3,35,2020-03-14,0.39,2,365,0,
310,413349,"Lovely, comfortable up to 14 guests",555693,Vittoria,,Balvanera,-34.60362,-58.39604,Entire home/apt,38384,1,21,2017-08-01,0.2,2,365,0,
311,413662,"SALE!!! DOWNTOWN, 2 ROOMS  APT., 4,7 STARS",1985312,Natalí,,Monserrat,-34.61123,-58.38373,Entire home/apt,2405,2,450,2019-04-15,4.16,2,365,0,
312,414655,The City at your feet. Apt. with balcony.,2062185,Judith & Laura,,San Nicolas,-34.59952,-58.37268,Entire home/apt,1443,7,137,2017-07-15,1.23,1,364,0,
313,415298,Three storey Garden Castillito,1399393,Philippe,,Monserrat,-34.61481,-58.37701,Entire home/apt,10995,2,98,2019-06-16,1.14,1,365,0,
314,415338,LIVE with us! Room con WiFI Palermo,2065803,Hugo Daniel,,Palermo,-34.58531,-58.43063,Private room,2694,3,22,2015-02-16,0.22,1,365,0,
315,415985,"Premium apt. Palermo, Buenos Aires!",2068724,Mauro,,Palermo,-34.58164,-58.42526,Entire home/apt,4137,30,16,2015-01-03,0.2,3,365,0,
316,427283,Palermo Hollywood Live Hotel Condo,3771282,Max,,Palermo,-34.57907,-58.43848,Entire home/apt,6999,3,16,2019-03-31,0.17,29,365,0,
317,433742,COMODO DEPTO EN PLAZA SAN MARTIN,2155403,Adriana,,Retiro,-34.59471,-58.37704,Entire home/apt,2643,5,99,2019-08-14,1.16,4,365,0,
318,435818,Excelente departamento en  Palermo- Barrio Norte,2164622,Mariano,,Recoleta,-34.58518,-58.40734,Entire home/apt,3367,2,34,2016-02-22,0.5,2,365,0,
319,437246,Trendy 1 BR flat Palermo Hollywood,177369,Claudine,,Palermo,-34.5802,-58.43906,Private room,2886,6,12,2014-01-03,0.15,4,179,0,
